Depth,GR,RT,nphi,sw,PHIE,VSH,RHOB,VS,VP,pimpmod,simpmod,vpvsmod,EPSILON,GAMA,DELTA,c11,c13,c33,c44,c66,a,b,c,a_ratio,b_ratio,c_ratio,crack_density,profundidad,VP_0,VP_45,VP_90,VP_Backus_5,VP_Backus_10,VP_Backus_15,VP_Backus_20,VP_Backus_30,VP_Backus_50,VP_Backus,Diff_Backus,Diff_Backus_%,RF_pred_VP_0,PNN_pred_VP_0,CNN_pred_VP_0,RF_pred_VP_45,PNN_pred_VP_45,CNN_pred_VP_45,RF_pred_VP_90,PNN_pred_VP_90,CNN_pred_VP_90,RF_pred_VP_Backus,PNN_pred_VP_Backus,CNN_pred_VP_Backus
2499.9695,84.4731,1.2422,0.386,1,0.0059,0.847,2.4167,1873.2283,3530.54,8532.2559,4527.0308,1.8847,0.084995,0.127227,0.067878,35244160025,22571071755,30123471162,8480162271,10637973481,8532256.018,8610052859,3843.739934,0.016237967,0.048379552,0.018645445,0.026169692,0,3530.54,3665.47106,3830.618247,3552.465504,3513.109462,3490.629295,3492.115946,3489.109677,3499.049807,3513.109462,-17.43053785,-0.493707417,3530.625255,3522.374682,3516.9763,3665.034226,3661.892479,3621.4084,3829.828549,3818.440023,3736.2642,3491.455057,3459.809208,3368.569
2500.1221,86.3101,1.2168,0.3834,1,0.0036,0.8685,2.4158,1919.3719,3589.6736,8671.9336,4636.8188,1.8702,0.08703,0.130383,0.069552,36547795908,23141035168,31129410684,8899779395,11220539269,8671933.483,9036844103,3916.080492,0.000154439,-0.002899531,-0.000599652,0.026779804,1,3589.6736,3730.193168,3902.082893,3524.207763,3500.895854,3482.53674,3490.967059,3483.790513,3496.49878,3500.895854,-88.77774613,-2.473142576,3589.752343,3561.547592,3574.6309,3729.586019,3698.911257,3684.8435,3902.262478,3865.356899,3812.0908,3496.439801,3483.625972,3410.0916
2500.2744,84.7359,1.2587,0.3848,1,0.0024,0.8843,2.4213,1914.1611,3582.0728,8673.2725,4634.7583,1.8714,0.08855,0.132717,0.070792,36570489853,23206136388,31068294837,8871673991,11226517905,8673272.871,9010679443,3913.732911,-0.04795989,-0.153200619,-0.052130991,0.027231506,2,3582.0728,3724.766461,3899.265346,3495.85019,3482.288298,3479.493115,3489.442913,3483.872091,3494.091408,3482.288298,-99.78450167,-2.785663699,3582.102008,3559.135094,3577.7742,3723.935436,3697.379153,3689.6145,3899.362542,3864.232648,3815.85,3485.747503,3482.901458,3414.1187
2500.4268,88.7858,1.2801,0.3853,1,0.0016,0.899,2.4349,1767.0876,3395.261,8267.1211,4302.6816,1.9214,0.08998,0.134898,0.071952,33120336820,21954713741,28069033544,7603215297,9654532372,8267121.009,7730780746,3714.932973,-0.001004261,-0.002804174,-0.000357814,0.027653802,3,3395.261,3532.711351,3700.766585,3471.745376,3471.010416,3477.972484,3480.912651,3485.558674,3491.708176,3471.010416,75.74941589,2.231033664,3395.34992,3387.819013,3460.6553,3533.236759,3519.685685,3572.833,3700.971399,3680.051792,3669.2678,3466.055898,3403.257553,3343.2756
2500.5791,92.1009,1.2283,0.3869,1,0.0014,0.9031,2.4343,1764.7506,3392.689,8258.8223,4295.9321,1.9225,0.09038,0.135507,0.072276,33084443415,21955544743,28019617377,7581249255,9635873941,8258822.833,7709132658,3713.603958,0.006969254,0.019996248,0.002103433,0.027771666,4,3392.689,3530.649306,3699.320232,3424.359877,3459.021314,3475.955679,3474.614213,3486.784927,3491.071378,3459.021314,66.33231449,1.955154584,3392.870998,3385.81742,3461.3257,3531.438708,3517.901671,3573.9023,3699.74537,3678.689118,3670.0103,3455.759372,3402.365954,3344.2324
2500.7317,87.2015,1.2253,0.3888,1,0.0035,0.8694,2.4382,1781.6798,3410.9514,8316.582,4344.0918,1.9145,0.087115,0.130515,0.069622,33309917864,21914482482,28367456005,7739780410,9760095291,8316581.703,7864837960,3721.423496,-0.003651865,-0.025781828,-0.023070954,0.026805282,5,3410.9514,3544.606972,3708.096431,3393.206993,3454.519252,3464.678796,3468.757022,3488.418053,3490.279526,3454.519252,43.56785171,1.277293242,3410.860329,3399.21219,3455.2534,3544.987657,3529.256471,3563.2798,3708.502059,3686.60413,3662.029,3456.735402,3407.414892,3335.4133
2500.884,84.3019,1.2764,0.3859,1,0.0116,0.8149,2.4735,1746.8967,3350.0166,8286.2656,4320.9492,1.9177,0.08207,0.122583,0.065424,32315512263,21230617633,27759128853,7548251527,9398826161,8286266.06,7664659634,3636.549531,0.020195909,0.061334722,0.020244631,0.025275829,6,3350.0166,3473.543437,3624.952462,3396.202549,3452.271411,3456.363948,3460.876989,3489.820312,3488.024403,3452.271411,102.2548111,3.052367296,3350.011366,3361.688612,3453.2239,3475.389566,3488.544271,3549.5303,3625.741862,3642.134397,3655.4626,3440.559091,3386.17725,3327.949
2501.0364,92.1742,1.2622,0.3772,1,0.0112,0.8168,2.4738,1801.4604,3417.9465,8455.3164,4456.4526,1.8973,0.08224,0.122856,0.065568,33653259954,21737372009,28899817905,8028123131,10000729322,8455316.052,8149485761,3710.9204,-0.003854961,-0.007058169,-0.003806707,0.025328278,7,3417.9465,3544.246459,3699.03842,3414.154193,3443.749171,3448.640431,3460.997754,3489.425502,3483.887564,3443.749171,25.8026712,0.754917352,3417.913271,3417.272574,3481.0457,3544.353147,3542.67435,3580.071,3698.929635,3694.88864,3694.1028,3438.88628,3420.183469,3342.1145
2501.1887,89.1823,1.2819,0.363,1,0.016,0.7987,2.4698,1796.733,3410.3101,8422.7842,4437.5713,1.8981,0.08067,0.120285,0.064216,33358684314,21527533619,28724304953,7973130549,9891226565,8422783.885,8092167833,3696.820869,0.014974878,0.061445102,0.018523458,0.024836803,8,3410.3101,3533.836647,3685.419816,3433.014697,3422.392589,3438.262909,3463.495108,3483.804143,3481.216157,3422.392589,12.08248877,0.354292965,3410.508897,3410.753009,3468.1729,3534.080142,3534.548557,3564.2615,3686.888541,3684.987558,3676.36,3439.702975,3416.805004,3332.6355
2501.3413,91.9276,1.28,0.3512,1,0.0304,0.7624,2.4539,1859.3718,3484.1938,8549.8633,4562.7129,1.8739,0.07776,0.115272,0.0616,34422224647,21664483685,29789380233,8483778880,10439663198,8549863.166,8604985650,3765.936931,0.031175922,0.06933889,0.005006714,0.023889948,9,3484.1938,3605.583112,3755.12471,3463.359286,3423.412237,3434.748155,3465.311588,3482.979444,3482.251262,3423.412237,-60.78156277,-1.744494315,3484.640165,3492.005455,3466.7522,3605.920387,3620.536924,3561.3281,3758.614593,3769.656336,3679.132,3441.426883,3450.525829,3329.7766
2501.4937,87.8112,1.2738,0.3533,1,0.0433,0.7402,2.515,1901.911,3507.2014,8820.6123,4783.3062,1.844,0.076185,0.112329,0.060082,35649327753,21750834521,30935661075,9097422612,11141231381,8820611.521,9222818193,3784.839181,0.001963113,-0.003611246,-0.001263549,0.023344898,10,3507.2014,3626.680353,3774.397539,3452.084602,3425.510504,3434.820437,3467.731753,3478.366582,3482.510302,3425.510504,-81.69089639,-2.329233114,3507.189475,3520.752313,3580.7324,3625.374493,3652.961532,3673.2568,3773.705874,3806.319932,3808.555,3442.24071,3472.756497,3393.4695
2501.646,83.7738,1.2794,0.3526,1,0.0353,0.7532,2.5254,1894.5055,3499.6216,8837.9443,4784.3838,1.8472,0.077085,0.114039,0.060962,35697856097,21881875003,30929461082,9064042161,11131350770,8837944.389,9189572394,3780.059871,-0.069628326,-0.173168728,-0.039287558,0.023660325,11,3499.6216,3620.399666,3769.389931,3451.061444,3421.762699,3446.114558,3469.810681,3474.166996,3482.363107,3421.762699,-77.85890105,-2.224780561,3499.757785,3518.653062,3595.855,3623.606096,3651.439725,3688.656,3773.322729,3805.232335,3825.9314,3436.661554,3471.423771,3404.277
2501.7983,83.7745,1.2734,0.3502,1,0.033,0.7575,2.4507,1762.8251,3363.7361,8243.5078,4320.1553,1.9082,0.0774,0.114615,0.06126,32021432632,20763948934,27728985653,7615678503,9361420486,8243508.06,7728390895,3634.430003,0.028156415,0.081895228,0.009532564,0.023767589,12,3363.7361,3480.340012,3624.089274,3436.942614,3439.965966,3458.459191,3466.419695,3470.207586,3481.936525,3439.965966,76.22986585,2.266226112,3363.739152,3365.170889,3411.639,3477.968954,3489.279535,3506.3398,3623.428196,3639.709942,3603.203,3439.347932,3387.68903,3296.9214
2501.9507,86.2303,1.2754,0.354,1,0.0617,0.7156,2.4899,1822.5256,3405.3232,8478.915,4537.9067,1.8685,0.074645,0.109191,0.058482,33183959716,20673972616,28873443358,8270450751,10076568327,8478914.236,8387947929,3669.241094,-0.013170559,-0.001970373,-0.003033092,0.022775458,13,3405.3232,3518.658315,3659.51355,3410.584219,3456.012274,3469.166261,3455.670322,3466.2914,3481.893704,3456.012274,50.68907353,1.4885246,3405.33876,3426.155687,3480.8477,3519.703827,3538.70603,3574.6487,3662.820701,3681.832353,3683.4443,3441.72551,3435.847507,3331.8462
2502.1033,90.3695,1.2886,0.3692,1,0.0942,0.6453,2.4515,1835.3976,3413.4099,8367.9746,4499.4771,1.8598,0.06924,0.099621,0.053508,32518776019,19924925441,28563326557,8258329684,9903735807,8367974.37,8371436812,3658.128809,-0.005792098,-0.032844894,-0.007192758,0.020964441,14,3413.4099,3518.15721,3649.754401,3416.886546,3471.624781,3480.670178,3461.200024,3465.245589,3481.478088,3471.624781,58.21488135,1.705475845,3413.536783,3427.110745,3412.1333,3521.374422,3530.570891,3503.6792,3648.582317,3668.156406,3599.269,3467.107307,3457.675271,3289.6226
2502.2556,88.903,1.2497,0.379,1,0.0789,0.6967,2.4657,1799.6455,3374.1519,8319.6455,4437.3857,1.8749,0.073615,0.106872,0.057314,32204754332,20139772304,28071750505,7985721584,9692621658,8319646.34,8100944326,3631.911174,0.044070382,0.103758965,0.051148989,0.022363899,15,3374.1519,3484.595484,3622.540092,3459.948893,3481.04571,3477.005629,3461.251565,3463.945483,3481.815034,3481.04571,106.8938104,3.1680201,3374.413527,3393.553373,3423.815,3484.951631,3502.556334,3518.413,3621.569504,3647.429452,3614.5493,3458.026435,3417.256919,3299.2163
2502.408,94.0572,1.2143,0.3758,1,0.0245,0.7752,2.4609,1897.561,3533.0552,8694.4961,4669.708,1.8619,0.078745,0.117015,0.062506,35555931401,22157578894,30718132685,8861055526,10934808351,8694495.542,8986645148,3822.512743,0.004348525,0.014685864,0.023697887,0.024217064,16,3533.0552,3657.817095,3811.265632,3492.434643,3487.529077,3483.422261,3460.955039,3460.245011,3482.618698,3487.529077,-45.52612312,-1.288576615,3532.921806,3529.776731,3503.5989,3659.481109,3665.551652,3602.1948,3812.032172,3818.803395,3729.3254,3483.028541,3472.924504,3352.1433
2502.5603,97.4413,1.2278,0.3718,1,0.0025,0.8821,2.437,1919.5908,3583.2524,8732.3867,4678.043,1.8667,0.088335,0.13239,0.070618,36818408423,23260086439,31290343446,8979927882,11357633186,8732386.099,9119595652,3914.18009,-0.005430842,-0.014819613,-0.001675801,0.027168078,17,3583.2524,3725.64458,3899.779001,3526.295388,3489.390681,3477.240777,3464.198609,3451.610986,3480.874407,3489.390681,-93.86171917,-2.619455977,3583.167097,3563.972714,3574.5996,3724.355736,3700.764637,3686.312,3899.976208,3868.271281,3814.4624,3492.643744,3487.243211,3413.2622
2502.7129,87.9962,1.224,0.3663,1,0.0013,0.9067,2.4337,1906.2445,3568.6775,8685.0908,4639.2275,1.8721,0.090735,0.136044,0.072562,36618820037,23288995381,30994286809,8843501410,11249712021,8685090.432,8985443272,3907.626197,0.004769674,0.012993986,0.001498782,0.027875764,18,3568.6775,3714.366082,3892.481453,3568.025916,3489.601563,3470.369827,3463.936701,3445.629593,3478.464956,3489.601563,-79.07593708,-2.215833095,3568.909319,3554.660917,3578.746,3714.359406,3694.530992,3693.1938,3892.596733,3861.60769,3818.7117,3489.353785,3482.360691,3418.3035
2502.8652,83.4096,1.2644,0.3604,1,0.0023,0.8854,2.4366,1917.9358,3581.4719,8726.6143,4673.2422,1.8674,0.088655,0.132879,0.070878,36795793161,23265974331,31254124369,8962978844,11344962176,8726614.432,9102961858,3913.487269,0.0123759,0.01832639,-0.000808014,0.027262783,19,3581.4719,3724.312639,3898.987291,3565.038505,3499.831328,3464.478473,3468.366134,3451.796327,3476.170744,3499.831328,-81.64057186,-2.279525685,3581.615954,3562.864751,3575.1494,3722.883636,3700.039102,3687.2021,3899.502371,3867.526953,3815.0132,3493.868877,3486.612113,3413.943
2503.0176,89.917,1.2893,0.3586,1,0.0017,0.8981,2.472,1921.6031,3574.1445,8835.2852,4750.2026,1.86,0.089895,0.134766,0.071882,37256099998,23418248421,31578586018,9128004548,11588293869,8835285.204,9271324314,3910.326392,-0.017768316,-0.050616113,-0.012653078,0.027628404,20,3574.1445,3718.698094,3895.44222,3519.766889,3497.746321,3467.905507,3468.677916,3456.798566,3474.346773,3497.746321,-76.39817934,-2.13752352,3574.205942,3566.424885,3575.9263,3719.001786,3703.439729,3695.6343,3895.279439,3872.022071,3823.665,3492.375836,3492.286274,3420.5537
2503.1699,89.4302,1.2635,0.3614,1,0.0007,0.9291,2.4669,1874.7654,3518.4578,8679.6836,4624.8589,1.8767,0.092945,0.139386,0.074342,36216013627,23162893340,30539100277,8670525193,11087624842,8679683.547,8813724568,3861.160433,-0.045320533,-0.136545527,-0.043182754,0.028522779,21,3518.4578,3665.605862,3845.48086,3507.259411,3501.055587,3474.172994,3464.245639,3460.516321,3473.248773,3501.055587,-17.40221301,-0.494597747,3518.091436,3530.515641,3554.6902,3663.428137,3676.049793,3676.2285,3844.536343,3839.103847,3795.4153,3487.698302,3475.511401,3405.7441
2503.3225,85.798,1.2882,0.3635,1,0.0004,0.9413,2.4646,1750.9651,3365.6968,8295.0967,4315.4287,1.9222,0.09415,0.141207,0.075312,33175885305,22060078167,27918779185,7556164845,9690131583,8295096.333,7688798960,3697.973676,0.043357726,0.128396127,0.03683792,0.028874753,22,3365.6968,3508.286228,3682.577154,3469.65581,3488.775084,3479.386988,3455.55537,3465.915214,3472.739202,3488.775084,123.0782843,3.656844084,3365.610654,3377.127686,3486.8228,3503.92757,3510.755774,3603.4385,3679.276057,3674.063858,3707.823,3462.663771,3406.235317,3363.167
2503.4749,86.5746,1.2524,0.3656,1,0.0015,0.9027,2.4713,1865.8627,3505.3064,8662.6631,4611.1064,1.8787,0.090345,0.13545,0.072246,35851994877,22929290008,30365290531,8603691606,10934431663,8662663.706,8742189875,3836.739566,-0.032282219,-0.098056936,-0.032483145,0.027760861,23,3505.3064,3647.789218,3821.993307,3436.55295,3471.897552,3482.510001,3457.366827,3469.584506,3472.242452,3471.897552,-33.4088476,-0.953093504,3504.956096,3521.85943,3537.373,3648.94204,3665.54031,3653.4482,3823.790042,3827.103445,3775.07,3472.932894,3469.597055,3389.7842
2503.6272,86.1997,1.284,0.3641,1,0.0015,0.9015,2.4715,1776.0466,3393.6797,8387.4795,4389.499,1.9108,0.090225,0.13527,0.07215,33600822820,22086300659,28464418501,7795955080,9905072767,8387479.379,7925645595,3714.112636,0.004400258,0.012481967,0.001454237,0.027725865,24,3393.6797,3531.441885,3699.874451,3415.706186,3465.113598,3468.64021,3466.16561,3472.906723,3471.966252,3465.113598,71.43389844,2.104909855,3393.674344,3397.840623,3488.317,3530.453042,3529.294861,3601.8135,3699.642201,3689.521456,3710.8726,3460.37637,3415.709624,3359.4211
2503.7795,91.7478,1.2768,0.3706,1,0.0026,0.8816,2.474,1786.6335,3405.2012,8424.4678,4420.1313,1.9059,0.08829,0.132318,0.07058,33752559585,22068080661,28687007756,7897154617,9987026027,8424467.769,8025193221,3719.517767,0.002478867,0.007308504,0.00056854,0.027154326,25,3405.2012,3540.447279,3705.846414,3425.312805,3456.397694,3456.506994,3472.657915,3474.981454,3471.847118,3456.397694,51.19649352,1.503479252,3405.36441,3405.612865,3489.277,3538.859886,3535.919343,3600.6284,3705.025617,3694.621845,3711.2075,3457.72953,3418.12251,3356.9465
2503.9319,88.7547,1.2937,0.3779,1,0.0037,0.8672,2.4753,1792.9557,3411.8599,8445.377,4438.1035,1.9029,0.086905,0.130191,0.06945,33822680727,22036372029,28814442480,7957322509,10029266058,8445376.81,8084060229,3721.633065,0.000372265,0.00111581,5.15E-05,0.026742616,26,3411.8599,3545.225239,3708.367585,3423.968669,3441.27103,3457.496863,3480.224189,3477.075271,3471.737528,3441.27103,29.41112951,0.862026296,3412.019127,3410.687882,3489.9976,3545.321597,3540.081375,3598.504,3708.279964,3697.658134,3711.1047,3441.326298,3419.50094,3354.6904
2504.0845,85.1529,1.3395,0.3831,1,0.0039,0.8647,2.4755,1793.9266,3412.8545,8448.5215,4440.8657,1.9024,0.086665,0.129822,0.069254,33831297367,22029261218,28833573987,7966586386,10035062741,8448521.315,8093085540,3721.824622,0.022336037,0.069870853,0.029452238,0.026671153,27,3412.8545,3545.886715,3708.629535,3443.240514,3422.369934,3455.139535,3479.037204,3475.185409,3470.642899,3422.369934,9.515434145,0.278811597,3412.820947,3411.51633,3490.0117,3545.703887,3540.73887,3597.9756,3708.454512,3698.112602,3711.0354,3433.981005,3419.723678,3354.2412
2504.2368,86.7071,1.3572,0.3799,1,0.0011,0.9134,2.4696,1859.5154,3498.2795,8639.3506,4592.2593,1.8813,0.091395,0.137043,0.073094,35747302118,22931982381,30222864683,8539376762,10879900382,8639351.053,8678779545,3833.070872,-0.002996709,-0.008050333,-0.001122057,0.028069276,28,3498.2795,3642.136624,3818.004755,3446.002082,3425.722168,3451.909409,3476.410676,3476.83507,3467.436092,3425.722168,-72.55733189,-2.074086187,3498.187408,3516.131215,3536.6934,3641.827854,3660.34744,3654.4644,3818.412691,3822.57028,3774.5732,3440.180215,3466.468859,3390.0352
2504.3892,82.1454,1.3872,0.3723,1,0.0008,0.9246,2.4677,1852.5356,3490.4973,8613.5,4571.5024,1.8842,0.0925,0.138714,0.073984,35627497989,22929538002,30065399147,8468870386,10818372159,8613500.187,8609192952,3828.772359,-0.017411858,-0.05507403,-0.02858967,0.028392746,29,3490.4973,3635.775288,3813.3683,3429.059734,3433.141398,3451.284817,3473.548049,3477.209206,3467.933168,3433.141398,-57.35590151,-1.643201429,3490.668403,3508.839524,3536.457,3632.118783,3653.17353,3655.7566,3812.665108,3816.421085,3774.2017,3443.98867,3462.323967,3390.9163
2504.5415,78.3698,1.3679,0.3629,1,0.0064,0.8436,2.476,1800.137,3418.7485,8464.8213,4457.1392,1.8992,0.08468,0.126732,0.067616,33840220216,21939446257,28939095074,8023461210,10057119782,8464821.286,8147870052,3720.858973,-0.030877936,-0.080269848,-0.031501951,0.02607426,30,3418.7485,3548.91393,3708.248123,3426.131629,3447.926851,3462.194994,3471.957242,3478.083294,3470.550833,3447.926851,29.1783514,0.853480488,3418.742256,3417.041352,3488.5312,3548.86467,3544.700539,3592.2773,3708.981981,3700.09106,3707.2659,3439.105212,3421.018376,3349.8184
2504.6941,84.8296,1.3305,0.357,1,0.0214,0.7829,2.4644,1733.687,3330.4006,8207.4395,4272.4985,1.921,0.07936,0.118077,0.06306,31672522658,20807979029,27334060565,7407174661,9156408586,8207439.239,7519402664,3605.47166,0.005167204,0.035288961,0.020257459,0.024417551,31,3330.4006,3448.979513,3594.701192,3442.363407,3459.63922,3462.454482,3471.871834,3481.545887,3472.289585,3459.63922,129.2386198,3.880572798,3330.351085,3337.351779,3423.6924,3451.241208,3462.37272,3518.7632,3603.822013,3613.793872,3616.7585,3425.193681,3366.96413,3307.3774
2504.8464,83.05,1.3384,0.3639,1,0.0211,0.7835,2.4276,1778.0039,3398.4011,8249.958,4316.2822,1.9114,0.079405,0.118158,0.063102,32489171334,21176087496,28036668077,7674366705,9487942348,8249958.51,7789492131,3679.254155,0.05473327,0.161801318,0.05409369,0.024432659,32,3398.4011,3519.475086,3668.251139,3452.625963,3469.353533,3472.725064,3468.126057,3480.611193,3475.996484,3469.353533,70.95243309,2.087818094,3398.353319,3386.327976,3402.1123,3517.012134,3512.1062,3500.416,3665.701037,3664.428316,3594.6643,3449.072808,3396.255138,3296.33
2504.9988,86.6422,1.3147,0.3796,1,0.0179,0.7927,2.431,1927.1624,3584.5708,8714.0918,4684.9316,1.86,0.080165,0.119442,0.063774,36244390859,22585307535,31236278351,9028624401,11185418312,8714091.615,9157534478,3883.759958,-0.003053461,-0.012073757,-0.014095055,0.024676364,33,3584.5708,3713.560684,3871.927918,3473.384721,3480.935549,3483.806678,3470.486789,3478.098602,3478.738264,3480.935549,-103.6352509,-2.891148109,3584.554062,3556.001956,3523.1953,3714.544792,3693.268497,3624.7507,3872.355363,3852.60974,3754.9763,3492.190143,3484.602097,3368.6528
2505.1511,86.9521,1.333,0.3896,1,0.0324,0.7586,2.4514,1907.8152,3543.9031,8687.5244,4676.8184,1.8576,0.07748,0.114762,0.061336,35558612169,22030115369,30787743445,8922504814,10970433809,8687524.059,9047633426,3829.402135,-0.009186925,-0.019817154,-0.006723147,0.02379492,34,3543.9031,3666.890713,3818.484712,3510.605551,3482.023661,3485.958729,3466.007461,3476.416913,3482.065591,3482.023661,-61.87943881,-1.746081568,3543.796718,3533.099457,3491.0925,3668.50114,3669.086413,3588.2275,3817.132659,3821.847522,3715.4822,3486.226105,3474.952678,3343.7808
2505.3037,87.2621,1.3348,0.389,1,0.0387,0.7474,2.4434,1892.0607,3522.9917,8608.0771,4623.061,1.862,0.076675,0.113271,0.060566,34976707851,21735339481,30326187064,8747112248,10728700551,8608077.92,8870099992,3803.742853,-0.00082291,-0.009958755,-0.003260894,0.023518169,35,3522.9917,3643.866426,3793.117089,3537.521242,3487.657511,3485.810738,3468.334451,3474.596125,3483.159011,3487.657511,-35.33418926,-1.002959765,3522.906997,3518.616141,3464.4084,3643.13898,3652.022508,3559.9844,3791.10903,3802.743699,3681.7524,3495.744649,3466.258945,3328.6484
2505.4561,87.572,1.3366,0.3772,1,0.0325,0.7584,2.4513,1879.5306,3508.7493,8600.9971,4607.2935,1.8668,0.077465,0.114735,0.061322,34854335377,21784203220,30178742761,8659548853,10646655528,8600997.159,8782203240,3791.359452,0.003158097,0.015037532,0.004972885,0.023789872,36,3508.7493,3630.491497,3780.554565,3522.608437,3503.021745,3480.250731,3471.872349,3473.023283,3482.72148,3503.021745,-5.727555123,-0.163236374,3508.70571,3511.42788,3471.2937,3629.339282,3643.67199,3566.852,3778.6811,3794.429493,3688.5454,3494.861264,3462.062985,3332.1838
2505.6084,87.5751,1.3385,0.363,1,0.0372,0.7501,2.4454,1896.1046,3528.3401,8628.2031,4636.7344,1.8608,0.07687,0.113631,0.060752,35123577042,21808977950,30443234214,8791733024,10789759855,8628202.881,8915263845,3810.260402,-0.00835945,-0.018178879,-0.006035804,0.023585076,37,3528.3401,3649.734405,3799.563603,3523.40723,3515.122252,3476.780576,3476.543558,3473.46409,3481.252525,3515.122252,-13.21784752,-0.374619429,3528.235794,3522.319413,3470.911,3647.295944,3656.537515,3566.8816,3796.559232,3807.700763,3690.1196,3503.356761,3468.565113,3332.1614
2505.7607,84.8762,1.3307,0.354,1,0.0427,0.7411,2.4382,1881.674,3509.3005,8556.377,4587.8975,1.865,0.076245,0.112446,0.060142,34605697666,21551364150,30026896256,8632927528,10574403866,8556376.479,8754658574,3787.331684,0.01700472,0.036738107,0.012373017,0.023366346,38,3509.3005,3628.956242,3776.867117,3533.168883,3516.436797,3480.582306,3481.207441,3475.32455,3479.162183,3516.436797,7.136297307,0.20335384,3509.080902,3508.643876,3447.392,3628.184386,3639.641985,3542.4092,3775.072616,3789.122099,3660.042,3503.06839,3460.082549,3319.3513
2505.9131,84.112,1.3413,0.3557,1,0.0311,0.7611,2.453,1910.8427,3547.9492,8703.1201,4687.2974,1.8567,0.077665,0.115098,0.06151,35674540231,22090200568,30878225469,8956687529,11018481171,8703119.388,9082269208,3834.483505,0.010836902,0.022764534,0.008244753,0.02385758,39,3547.9492,3671.395657,3823.500675,3519.650591,3499.50887,3492.665091,3482.096269,3472.436504,3475.270774,3499.50887,-48.44032996,-1.36530506,3548.055511,3536.046425,3496.1152,3672.743212,3672.305287,3593.585,3819.723726,3825.653469,3722.0176,3486.652734,3476.672755,3346.9224
2506.0657,87.0351,1.3369,0.3576,1,0.0228,0.7792,2.4628,1928.8417,3572.3352,8797.9473,4750.3516,1.8521,0.07906,0.117564,0.062792,36398803891,22478627873,31429216222,9162675752,11317077376,8797947.131,9291394120,3866.22856,-0.025466247,-0.069032019,-0.04121657,0.024320453,40,3572.3352,3699.020923,3854.764021,3495.6022,3488.985067,3499.961656,3483.767393,3476.778155,3471.954055,3488.985067,-83.35013316,-2.333211429,3572.303565,3555.234326,3528.876,3703.892522,3691.136413,3629.3105,3861.592972,3849.592365,3763.5894,3494.756419,3487.446124,3370.9016
2506.218,86.9821,1.3197,0.3569,1,0.0609,0.7165,2.491,1852.8258,3443.0852,8576.7246,4615.3892,1.8583,0.074695,0.109302,0.058538,33941941531,20943844554,29530395715,8551511942,10420906658,8576725.233,8671628366,3710.11521,-0.025140827,-0.038702235,-0.012832172,0.022795205,41,3443.0852,3557.768343,3700.266449,3476.710281,3484.192296,3495.54517,3489.120159,3479.887285,3470.654816,3484.192296,41.10709595,1.193902955,3443.389276,3465.901244,3499.6191,3563.565381,3589.629259,3592.3096,3706.544139,3732.47007,3709.5598,3464.270929,3451.251723,3341.1736
2506.3704,84.4465,1.3262,0.36,1,0.0909,0.6676,2.4522,1831.6464,3410.728,8363.7871,4491.563,1.8621,0.071305,0.102867,0.055226,32594782076,20070225233,28526603195,8226955753,9919520267,8363787.202,8342428443,3662.810534,0.000764685,0.007346113,-0.003414388,0.021601817,42,3410.728,3518.618706,3653.92996,3455.228975,3483.763447,3494.273084,3499.587577,3483.906479,3465.17298,3483.763447,73.03544739,2.141344821,3410.77873,3425.815539,3411.6309,3519.949686,3531.519808,3504.9492,3657.723366,3670.541364,3602.7742,3463.727277,3444.895548,3289.5247
2506.5227,82.7399,1.3465,0.3697,1,0.0992,0.6135,2.4502,1839.8711,3416.1233,8370.1855,4508.0522,1.8567,0.06631,0.095001,0.051064,32385666313,19704353992,28593585062,8294234903,9870156124,8370185.31,8403938515,3650.325604,0.010056399,0.022228421,0.007068971,0.02005544,43,3416.1233,3516.364314,3642.646436,3436.554965,3481.479375,3494.397035,3500.668329,3488.676449,3459.770575,3481.479375,65.35607537,1.913165001,3416.149655,3428.088751,3407.0535,3523.93258,3527.372948,3497.288,3647.421514,3663.835355,3590.8533,3468.934564,3479.855027,3285.8462
2506.6753,86.0591,1.3284,0.3757,1,0.0931,0.6209,2.4586,1857.3495,3438.8611,8454.7842,4566.4795,1.8515,0.066745,0.095928,0.051534,32956026182,19967401042,29074827464,8481548380,10108784326,8454783.9,8592836473,3676.221068,0.016175417,0.034246427,0.012300948,0.020223724,44,3438.8611,3540.547363,3668.387884,3448.600744,3482.168879,3495.930271,3492.423321,3491.258844,3458.49565,3482.168879,43.30777936,1.259364019,3438.865964,3449.335562,3433.8748,3552.672762,3560.375951,3524.4626,3684.677952,3694.987881,3624.44,3455.569848,3475.347909,3300.974
2506.8276,85.66,1.3247,0.3773,1,0.0812,0.6461,2.4729,1883.9323,3474.7283,8592.6553,4658.7759,1.8444,0.06867,0.099351,0.053312,33957723737,20495511774,29857143631,8776818933,10520790408,8592655.613,8892207356,3721.721347,0.014270488,0.026766473,0.01332946,0.020874019,45,3474.7283,3580.691877,3713.337892,3467.470209,3479.885944,3488.554067,3491.385633,3492.880436,3454.92507,3479.885944,5.157644014,0.148433016,3474.364143,3483.112839,3480.0894,3583.027245,3606.295924,3571.27,3716.432773,3748.176072,3683.059,3479.780914,3467.304213,3327.5117
